LotFrontage,LotArea,Street,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,MiscVal,MoSold,YrSold,HasGarage,MoSold_sin,MoSold_cos,HasBasement,HasPool,TotalSF,TotalFinishedSF,TotalPorchSF,TotalOutdoorSF,TotalBath,TotalFullBath,TotalHalfBath,BathPerBedroom,RoomPerBedroom,HasFireplace,HasPorch,HasWoodDeck,HasMasVnr,HouseAge,RemodAge,GarageAge,IsNewHouse,IsRemodeled,QualityConditionGap,ExteriorScore,GarageScore,BasementScore,FireplaceScore,KitchenScore,HeatingScore,QualAreaInteraction,QualTotalSF,CondAreaInteraction,QualGarageInteraction,QualBasementInteraction,QualGrLivAreaInteraction,GarageAreaPerCar,FinishedBsmtRatio,BasementRatio,LivingAreaRatio,PorchRatio,MSSubClass_120,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Alley_Grvl,Alley_NoAlley,Alley_Pave,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosN,Condition1_RRAn,Condition1_Rare,Condition2_Norm,Condition2_Rare,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1Story,HouseStyle_2Story,HouseStyle_Rare,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Hip,RoofStyle_Rare,RoofMatl_CompShg,RoofMatl_Rare,Exterior1st_AsbShng,Exterior1st_BrkFace,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Rare,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_BrkFace,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_MetalSd,Exterior2nd_Plywood,Exterior2nd_Rare,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Rare,Foundation_Slab,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_NoGarage,Fence_GdPrv,Fence_GdWo,Fence_MnPrv,Fence_MnWw,Fence_NoFence,MiscFeature_Gar2,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_COD,SaleType_New,SaleType_Rare,SaleType_WD,SaleCondition_Abnorml,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SaleCondition_Rare,SalePrice,SalePrice_log1p
85.0,12244,1,2,8,5,2003,2003,226.0,4,3,4,3,4,6,871.0,1,0.0,611.0,1482.0,5,1,1482,780,0,2262,1.0,0.0,2,1,4,1,4,10,7,2,4,2003.0,3,3.0,749.0,3,3,2,168,0,0,0,0,0,0,0,8,2008,1,-0.8660254037844385,-0.5000000000000004,1,0,3744.0,3133.0,0,168,3.5,3.0,1.0,0.875,2.5,1,0,1,1,5,5,5.0,0,0,3,3.5,3.0,3.5,4,4,5,29952.0,29.952,18720.0,5992.0,11856.0,18096,249.66666666666666,0.5877192982456141,0.3958333333333333,0.6041666666666666,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,305000,12.628070334272698
45.0,8248,1,2,3,3,1914,1950,0.0,3,3,3,3,1,4,41.0,1,0.0,823.0,864.0,3,0,864,0,0,864,1.0,0.0,1,0,2,1,3,5,7,0,0,1980.0,0,0.0,0.0,0,0,0,0,0,100,0,0,0,0,0,9,2008,0,-1.0,-1.8369701987210297e-16,1,0,1728.0,905.0,100,100,2.0,2.0,0.0,1.0,2.5,0,0,0,0,94,58,0.0,0,1,0,3.0,0.0,3.0,0,3,3,5184.0,5.184,5184.0,0.0,2592.0,2592,0.0,0.047453703703703706,0.5,0.5,0.05787037037037037,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,67000,11.112462823634855
90.0,10800,1,2,6,7,1974,1997,0.0,3,3,3,3,1,5,956.0,3,182.0,384.0,1522.0,3,1,1548,1066,0,2614,0.0,0.0,2,1,4,1,3,9,7,1,3,1974.0,2,2.0,624.0,3,3,2,38,243,0,0,0,0,0,0,6,2008,1,1.2246467991473532e-16,-1.0,1,0,4136.0,3752.0,243,281,2.5,2.0,1.0,0.625,2.25,1,1,1,0,34,11,34.0,0,1,-1,3.0,3.0,3.0,3,3,3,24816.0,24.816,28952.0,3744.0,9132.0,15684,312.0,0.7477003942181341,0.3679883945841393,0.6320116054158608,0.058752417794970986,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,240000,12.388398368982115
71.0,7064,1,2,5,6,1977,1977,153.0,3,3,3,3,1,4,560.0,1,0.0,420.0,980.0,3,1,980,0,0,980,0.0,0.0,1,0,3,1,3,6,7,0,0,1986.0,1,2.0,484.0,3,3,2,192,0,0,0,0,0,0,0,7,2009,1,-0.4999999999999997,-0.8660254037844388,1,0,1960.0,1540.0,0,192,1.0,1.0,0.0,0.3333333333333333,2.0,0,0,1,1,32,32,23.0,0,0,-1,3.0,3.0,3.0,0,3,3,9800.0,9.8,11760.0,2420.0,4900.0,4900,242.0,0.5714285714285714,0.5,0.5,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,135000,11.813037464800539
73.5,2117,1,2,6,5,2000,2000,513.0,4,3,4,3,1,6,420.0,1,0.0,336.0,756.0,5,1,756,756,0,1512,0.0,0.0,2,1,2,1,4,4,7,1,3,2000.0,1,2.0,440.0,3,3,2,0,32,0,0,0,0,0,0,6,2007,1,1.2246467991473532e-16,-1.0,1,0,2268.0,1932.0,32,32,2.5,2.0,1.0,1.25,2.0,1,1,0,1,7,7,7.0,0,0,1,3.5,3.0,3.5,3,4,5,13608.0,13.608,11340.0,2640.0,4536.0,9072,220.0,0.5555555555555556,0.3333333333333333,0.6666666666666666,0.014109347442680775,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,168500,12.034696963475044
80.0,10400,1,2,6,5,1972,1972,288.0,3,3,3,3,1,3,247.0,1,0.0,485.0,732.0,4,1,1012,778,0,1790,1.0,0.0,1,2,4,1,3,8,5,1,3,1972.0,2,2.0,484.0,3,3,2,148,0,0,0,147,0,0,0,11,2006,1,-0.5000000000000004,0.8660254037844384,1,0,2522.0,2037.0,147,295,3.0,2.0,2.0,0.75,2.0,1,0,1,1,34,34,34.0,0,0,1,3.0,3.0,3.0,3,3,4,15132.0,15.132,12610.0,2904.0,4392.0,10740,242.0,0.337431693989071,0.29024583663758924,0.7097541633624108,0.05828707375099128,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,165150,12.014615485902027
87.0,10000,1,2,6,6,1962,1962,261.0,3,3,3,3,1,1,0.0,1,0.0,1116.0,1116.0,3,1,1116,0,0,1116,0.0,0.0,1,1,3,1,3,5,7,0,0,1962.0,1,2.0,440.0,3,3,2,0,0,0,0,385,0,0,0,2,2010,1,0.8660254037844386,0.5000000000000001,1,0,2232.0,1116.0,385,385,1.5,1.0,1.0,0.5,1.6666666666666667,0,0,0,1,48,48,48.0,0,0,0,3.0,3.0,3.0,0,3,3,13392.0,13.392,13392.0,2640.0,6696.0,6696,220.0,0.0,0.5,0.5,0.1724910394265233,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,160000,11.982935344196433
73.0,12342,1,2,5,5,1960,1978,0.0,3,3,3,3,1,1,0.0,1,0.0,978.0,978.0,3,1,1422,0,0,1422,0.0,0.0,1,0,3,1,3,6,6,1,3,1960.0,2,1.0,286.0,3,3,2,0,0,36,0,0,0,0,600,8,2007,1,-0.8660254037844385,-0.5000000000000004,1,0,2400.0,1422.0,36,36,1.0,1.0,0.0,0.3333333333333333,2.0,1,0,0,0,47,29,47.0,0,1,0,3.0,3.0,3.0,3,3,3,12000.0,12.0,12000.0,1430.0,4890.0,7110,286.0,0.0,0.4075,0.5925,0.015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,139900,11.848690308590857
80.0,9600,1,2,6,6,1955,1972,164.0,3,3,3,3,3,4,674.0,2,132.0,350.0,1156.0,5,1,1520,0,0,1520,1.0,0.0,1,0,3,1,3,7,7,2,4,1955.0,2,1.0,364.0,3,3,2,0,0,189,0,0,0,0,0,3,2010,1,1.0,6.123233995736766e-17,1,0,2676.0,2326.0,189,189,2.0,2.0,0.0,0.6666666666666666,2.3333333333333335,1,0,0,1,55,38,55.0,0,1,0,3.0,3.0,3.0,4,3,5,16056.0,16.056,16056.0,2184.0,6936.0,9120,364.0,0.6972318339100346,0.4319880418535127,0.5680119581464873,0.07062780269058296,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,153000,11.938199736300925
70.0,11606,1,0,5,5,1969,1969,192.0,3,3,4,3,3,3,650.0,1,0.0,390.0,1040.0,3,1,1040,1040,0,2080,0.0,1.0,1,2,5,1,2,9,7,2,3,1969.0,1,2.0,504.0,3,3,2,335,0,0,0,0,0,0,0,9,2007,1,-1.0,-1.8369701987210297e-16,1,0,3120.0,2730.0,0,335,2.5,1.0,3.0,0.5,1.8,1,0,1,1,38,38,38.0,0,0,0,3.0,3.0,3.5,3,2,3,15600.0,15.6,15600.0,2520.0,5200.0,10400,252.0,0.625,0.3333333333333333,0.6666666666666666,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,135000,11.813037464800539
82.0,9020,1,2,6,5,1964,1964,259.0,3,3,3,3,4,6,624.0,3,336.0,288.0,1248.0,3,1,1350,0,0,1350,1.0,0.0,1,1,3,1,3,6,7,0,0,1964.0,2,2.0,520.0,3,3,2,176,0,0,0,0,0,0,0,6,2008,1,1.2246467991473532e-16,-1.0,1,0,2598.0,2310.0,0,176,2.5,2.0,1.0,0.8333333333333334,2.0,0,0,1,1,44,44,44.0,0,0,1,3.0,3.0,3.0,0,3,3,15588.0,15.588,12990.0,3120.0,7488.0,8100,260.0,0.7692307692307693,0.48036951501154734,0.5196304849884527,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,168500,12.034696963475044
50.0,9000,1,2,5,6,1880,1991,0.0,3,3,2,2,1,1,0.0,1,0.0,636.0,636.0,3,1,1089,661,0,1750,0.0,0.0,1,0,3,1,5,8,7,0,0,1937.0,1,1.0,240.0,2,1,0,0,0,293,0,0,0,0,0,6,2006,1,1.2246467991473532e-16,-1.0,1,0,2386.0,1750.0,293,293,1.0,1.0,0.0,0.3333333333333333,2.6666666666666665,0,0,0,0,126,15,69.0,0,1,-1,3.0,1.5,2.0,0,5,3,11930.0,11.93,14316.0,1200.0,3180.0,8750,240.0,0.0,0.26655490360435874,0.7334450963956413,0.12279966471081308,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,124000,11.728044909070785
34.0,4590,1,2,8,5,2006,2006,108.0,4,3,4,4,2,6,24.0,1,0.0,1530.0,1554.0,5,1,1554,0,0,1554,0.0,0.0,2,0,2,1,4,6,7,1,4,2006.0,2,2.0,627.0,3,3,2,156,73,0,0,0,0,0,0,8,2007,1,-0.8660254037844385,-0.5000000000000004,1,0,3108.0,1578.0,73,229,2.0,2.0,0.0,1.0,3.0,1,1,1,1,1,1,1.0,0,0,3,3.5,3.0,4.0,4,4,5,24864.0,24.864,15540.0,5016.0,12432.0,12432,313.5,0.015444015444015444,0.5,0.5,0.023487773487773488,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,209500,12.252483791602627
85.0,11900,1,2,7,5,1977,1977,209.0,3,4,3,3,1,5,822.0,1,0.0,564.0,1386.0,3,1,1411,0,0,1411,0.0,0.0,2,0,3,1,3,6,7,1,3,1977.0,3,2.0,544.0,3,3,2,192,0,0,0,0,0,0,0,4,2009,1,0.8660254037844387,-0.4999999999999998,1,0,2797.0,2233.0,0,192,2.0,2.0,0.0,0.6666666666666666,2.0,1,0,1,1,32,32,32.0,0,0,2,3.5,3.0,3.0,3,3,3,19579.0,19.579,13985.0,3808.0,9702.0,9877,272.0,0.5930735930735931,0.49553092599213444,0.5044690740078656,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,82500,11.320565693461432
80.0,9250,1,2,5,7,1954,2005,0.0,3,3,3,3,1,4,480.0,2,468.0,108.0,1056.0,3,1,1056,0,0,1056,0.0,1.0,1,0,3,1,3,6,7,0,0,1954.0,1,1.0,260.0,3,3,2,390,0,0,0,0,0,0,0,7,2007,1,-0.4999999999999997,-0.8660254037844388,1,0,2112.0,2004.0,0,390,1.5,1.0,1.0,0.5,2.0,0,0,1,0,53,2,53.0,0,1,-2,3.0,3.0,3.0,0,3,3,10560.0,10.56,14784.0,1300.0,5280.0,5280,260.0,0.8977272727272727,0.5,0.5,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,139400,11.845109950883979
64.0,6979,1,2,6,5,1980,1980,0.0,3,3,3,3,1,6,1056.0,1,0.0,0.0,1056.0,4,1,1056,0,0,1056,2.0,0.0,0,0,0,2,3,4,7,0,0,1980.0,1,2.0,576.0,3,3,2,264,56,0,0,0,0,0,600,6,2010,1,1.2246467991473532e-16,-1.0,1,0,2112.0,2112.0,56,320,2.0,2.0,0.0,0.75,2.3333333333333335,0,1,1,0,30,30,30.0,0,0,1,3.0,3.0,3.0,0,3,4,12672.0,12.672,10560.0,3456.0,6336.0,6336,288.0,1.0,0.5,0.5,0.026515151515151516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,144000,11.87757552297847
60.0,10896,1,2,6,7,1914,1995,0.0,2,3,3,2,1,2,256.0,1,0.0,1184.0,1440.0,5,1,1440,1440,515,3395,0.0,0.0,2,0,8,2,2,14,7,0,0,1980.0,0,0.0,0.0,0,0,0,0,110,0,0,0,0,0,0,3,2007,0,1.0,6.123233995736766e-17,1,0,4320.0,3136.0,110,110,2.0,2.0,0.0,0.25,1.75,0,1,0,0,93,12,0.0,0,1,-1,2.5,0.0,2.5,0,2,5,25920.0,25.92,30240.0,0.0,8640.0,20370,0.0,0.17777777777777778,0.3333333333333333,0.7858796296296297,0.02546296296296296,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,200000,12.206077645517674
51.0,6120,1,2,2,3,1936,1950,0.0,2,2,3,2,1,1,0.0,1,0.0,264.0,264.0,2,0,800,0,0,800,0.0,0.0,1,0,1,1,2,4,3,1,1,1980.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,2009,0,0.49999999999999994,0.8660254037844387,1,0,1064.0,800.0,0,0,1.0,1.0,0.0,1.0,4.0,1,0,0,0,73,59,0.0,0,1,-1,2.0,0.0,2.5,1,2,2,2128.0,2.128,3192.0,0.0,528.0,1600,0.0,0.0,0.24812030075187969,0.7518796992481203,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,60000,11.002116507732017
