LotFrontage,LotArea,Street,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,MiscVal,MoSold,YrSold,HasGarage,MoSold_sin,MoSold_cos,HasBasement,HasPool,TotalSF,TotalFinishedSF,TotalPorchSF,TotalOutdoorSF,TotalBath,TotalFullBath,TotalHalfBath,BathPerBedroom,RoomPerBedroom,HasFireplace,HasPorch,HasWoodDeck,HasMasVnr,HouseAge,RemodAge,GarageAge,IsNewHouse,IsRemodeled,QualityConditionGap,ExteriorScore,GarageScore,BasementScore,FireplaceScore,KitchenScore,HeatingScore,QualAreaInteraction,QualTotalSF,CondAreaInteraction,QualGarageInteraction,QualBasementInteraction,QualGrLivAreaInteraction,GarageAreaPerCar,FinishedBsmtRatio,BasementRatio,LivingAreaRatio,PorchRatio,MSSubClass_120,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Alley_Grvl,Alley_NoAlley,Alley_Pave,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosN,Condition1_RRAn,Condition1_Rare,Condition2_Norm,Condition2_Rare,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1Story,HouseStyle_2Story,HouseStyle_Rare,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Hip,RoofStyle_Rare,RoofMatl_CompShg,RoofMatl_Rare,Exterior1st_AsbShng,Exterior1st_BrkFace,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Rare,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_BrkFace,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_MetalSd,Exterior2nd_Plywood,Exterior2nd_Rare,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Rare,Foundation_Slab,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_NoGarage,Fence_GdPrv,Fence_GdWo,Fence_MnPrv,Fence_MnWw,Fence_NoFence,MiscFeature_Gar2,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_COD,SaleType_New,SaleType_Rare,SaleType_WD,SaleCondition_Abnorml,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SaleCondition_Rare
100.0,12000,1,2,5,7,1948,2005,0.0,3,3,3,3,1,6,144.0,5,608.0,172.0,924.0,5,1,1122,0,0,1122,1.0,0.0,1,0,2,1,4,6,7,0,0,1948.0,1,2.0,528.0,3,3,2,0,36,0,0,0,0,0,0,5,2008,1,0.49999999999999994,-0.8660254037844387,1,0,2046.0,1874.0,36,36,2.0,2.0,0.0,1.0,3.0,0,1,0,0,60,3,60.0,0,1,-2,3.0,3.0,3.0,0,4,5,10230.0,10.23,14322.0,2640.0,4620.0,5610,264.0,0.8138528138528138,0.45161290322580644,0.5483870967741935,0.017595307917888565,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
66.5,7153,1,2,6,5,1991,1991,88.0,3,3,4,3,1,6,1200.0,1,0.0,78.0,1278.0,4,1,1294,0,0,1294,1.0,0.0,2,0,3,1,4,6,7,0,0,1991.0,2,2.0,496.0,3,3,2,112,51,0,0,0,0,0,0,6,2008,1,1.2246467991473532e-16,-1.0,1,0,2572.0,2494.0,51,163,3.0,3.0,0.0,1.0,2.0,0,1,1,1,17,17,17.0,0,0,1,3.0,3.0,3.5,0,4,4,15432.0,15.432,12860.0,2976.0,7668.0,7764,248.0,0.9389671361502347,0.4968895800933126,0.5031104199066874,0.01982892690513219,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
100.0,17500,1,2,7,8,1959,2002,0.0,4,4,4,3,3,6,1406.0,1,0.0,496.0,1902.0,3,1,1902,0,0,1902,1.0,0.0,2,0,3,1,5,7,7,2,3,1959.0,3,2.0,567.0,3,3,2,0,207,162,0,0,0,0,0,5,2010,1,0.49999999999999994,-0.8660254037844387,1,0,3804.0,3308.0,369,369,3.0,3.0,0.0,1.0,2.3333333333333335,1,1,0,0,51,8,51.0,0,1,-1,4.0,3.0,3.5,3,5,3,26628.0,26.628,30432.0,3969.0,13314.0,13314,283.5,0.7392218717139852,0.5,0.5,0.09700315457413249,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
68.0,8814,1,2,7,5,2005,2007,80.0,4,3,4,3,1,6,925.0,1,0.0,349.0,1274.0,5,1,1274,0,0,1274,1.0,0.0,2,0,3,1,4,6,7,0,0,2005.0,2,2.0,508.0,3,3,2,264,98,0,0,0,0,0,0,1,2007,1,0.49999999999999994,0.8660254037844387,1,0,2548.0,2199.0,98,362,3.0,3.0,0.0,1.0,2.0,0,1,1,1,2,0,2.0,0,1,2,3.5,3.0,3.5,0,4,5,17836.0,17.836,12740.0,3556.0,8918.0,8918,254.0,0.7260596546310832,0.5,0.5,0.038461538461538464,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
91.0,9572,1,2,8,5,1990,1990,336.0,4,3,5,3,1,6,482.0,1,0.0,971.0,1453.0,5,1,1453,1357,0,2810,0.0,0.0,2,1,4,1,4,9,7,1,5,1990.0,2,2.0,750.0,4,4,2,500,0,0,0,0,0,0,0,6,2007,1,1.2246467991473532e-16,-1.0,1,0,4263.0,3292.0,0,500,2.5,2.0,1.0,0.625,2.25,1,0,1,1,17,17,17.0,0,0,3,3.5,4.0,4.0,5,4,5,34104.0,34.104,21315.0,6000.0,11624.0,22480,375.0,0.33172746042670337,0.34083978418953786,0.6591602158104621,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
108.0,14774,1,2,9,5,1999,1999,165.0,4,3,4,3,1,1,0.0,1,0.0,1393.0,1393.0,5,1,1422,1177,0,2599,0.0,0.0,2,1,4,1,4,10,7,1,3,1999.0,3,3.0,779.0,3,3,2,668,30,0,0,0,0,0,0,5,2010,1,0.49999999999999994,-0.8660254037844387,1,0,3992.0,2599.0,30,698,2.5,2.0,1.0,0.625,2.5,1,1,1,1,11,11,11.0,0,0,4,3.5,3.0,3.5,3,4,5,35928.0,35.928,19960.0,7011.0,12537.0,23391,259.6666666666667,0.0,0.34894789579158314,0.6510521042084169,0.00751503006012024,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
60.0,8190,1,2,4,6,1954,1954,0.0,3,3,3,3,1,3,732.0,1,0.0,216.0,948.0,5,1,948,0,0,948,1.0,0.0,1,0,3,1,3,5,7,1,3,1956.0,1,1.0,280.0,3,3,2,0,36,0,0,0,0,0,0,10,2007,1,-0.8660254037844386,0.5000000000000001,1,0,1896.0,1680.0,36,36,2.0,2.0,0.0,0.6666666666666666,1.6666666666666667,1,1,0,0,53,53,51.0,0,0,-2,3.0,3.0,3.0,3,3,5,7584.0,7.584,11376.0,1120.0,3792.0,3792,280.0,0.7721518987341772,0.5,0.5,0.0189873417721519,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
85.0,11075,1,2,6,5,1969,1969,0.0,3,3,2,3,2,5,500.0,2,276.0,176.0,952.0,3,1,1092,1020,0,2112,0.0,0.0,2,1,4,1,3,9,7,2,4,1969.0,1,2.0,576.0,3,3,2,280,0,0,0,0,0,0,0,6,2008,1,1.2246467991473532e-16,-1.0,1,0,3064.0,2888.0,0,280,2.5,2.0,1.0,0.625,2.25,1,0,1,0,39,39,39.0,0,0,1,3.0,3.0,2.5,4,3,3,18384.0,18.384,15320.0,3456.0,5712.0,12672,288.0,0.8151260504201681,0.31070496083550914,0.6892950391644909,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
61.0,10226,1,2,8,5,2008,2008,270.0,4,3,5,3,4,1,0.0,1,0.0,1622.0,1622.0,5,1,1630,0,0,1630,1.0,0.0,2,0,3,1,5,8,7,1,4,2008.0,2,3.0,860.0,3,3,2,172,42,0,0,0,0,0,0,1,2009,1,0.49999999999999994,0.8660254037844387,1,0,3252.0,1630.0,42,214,3.0,3.0,0.0,1.0,2.6666666666666665,1,1,1,1,1,1,1.0,0,0,3,3.5,3.0,4.0,4,5,5,26016.0,26.016,16260.0,6880.0,12976.0,13040,286.6666666666667,0.0,0.498769987699877,0.501230012300123,0.012915129151291513,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
47.0,4230,1,2,7,5,2006,2007,0.0,4,3,5,4,1,1,0.0,1,0.0,1352.0,1352.0,5,1,1352,0,0,1352,0.0,0.0,2,0,2,1,4,5,7,1,4,2006.0,2,2.0,466.0,3,3,2,0,241,0,0,0,0,0,0,4,2007,1,0.8660254037844387,-0.4999999999999998,1,0,2704.0,1352.0,241,241,2.0,2.0,0.0,1.0,2.5,1,1,0,0,1,0,1.0,0,1,2,3.5,3.0,4.5,4,4,5,18928.0,18.928,13520.0,3262.0,9464.0,9464,233.0,0.0,0.5,0.5,0.08912721893491124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
70.0,14781,1,2,8,5,2001,2002,178.0,4,3,4,3,4,1,0.0,1,0.0,1753.0,1753.0,5,1,1787,0,0,1787,0.0,0.0,2,0,3,1,4,7,7,1,3,2001.0,2,3.0,748.0,3,3,2,198,150,0,0,0,0,0,0,8,2006,1,-0.8660254037844385,-0.5000000000000004,1,0,3540.0,1787.0,150,348,2.0,2.0,0.0,0.6666666666666666,2.3333333333333335,1,1,1,1,5,4,5.0,0,1,3,3.5,3.0,3.5,3,4,5,28320.0,28.32,17700.0,5984.0,14024.0,14296,249.33333333333334,0.0,0.49519774011299433,0.5048022598870057,0.0423728813559322,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
75.0,10215,1,2,4,5,1954,1954,132.0,3,3,3,3,1,5,492.0,1,0.0,372.0,864.0,5,1,948,0,0,948,0.0,0.0,1,0,3,1,3,5,7,0,0,1954.0,1,1.0,248.0,3,3,2,0,0,0,0,0,0,0,0,2,2007,1,0.8660254037844386,0.5000000000000001,1,0,1812.0,1440.0,0,0,1.0,1.0,0.0,0.3333333333333333,1.6666666666666667,0,0,0,1,53,53,53.0,0,0,-1,3.0,3.0,3.0,0,3,5,7248.0,7.248,9060.0,992.0,3456.0,3792,248.0,0.5694444444444444,0.4768211920529801,0.5231788079470199,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
70.0,8400,1,2,6,3,1957,1957,0.0,3,3,3,3,1,5,189.0,3,661.0,628.0,1478.0,4,1,1478,0,0,1478,1.0,0.0,1,1,3,1,3,6,7,2,4,1957.0,2,2.0,442.0,3,3,2,114,0,0,0,216,0,0,0,6,2009,1,1.2246467991473532e-16,-1.0,1,0,2956.0,2328.0,216,330,2.5,2.0,1.0,0.8333333333333334,2.0,1,0,1,0,52,52,52.0,0,0,3,3.0,3.0,3.0,4,3,4,17736.0,17.736,8868.0,2652.0,8868.0,8868,221.0,0.5751014884979703,0.5,0.5,0.07307171853856563,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
52.0,6627,1,2,3,6,1949,1950,0.0,3,3,0,0,0,0,0.0,0,0.0,0.0,0.0,3,0,720,0,0,720,0.0,0.0,1,0,2,1,3,4,7,0,0,1955.0,1,1.0,287.0,3,2,2,0,0,0,0,0,0,0,0,7,2008,1,-0.4999999999999997,-0.8660254037844388,0,0,720.0,720.0,0,0,1.0,1.0,0.0,0.5,2.0,0,0,0,0,59,58,53.0,0,1,-3,3.0,2.5,0.0,0,3,3,2160.0,2.16,4320.0,861.0,0.0,2160,287.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
107.0,10186,1,2,7,5,1992,1992,0.0,4,3,4,3,1,6,674.0,1,0.0,76.0,750.0,5,1,1061,862,0,1923,1.0,0.0,2,1,3,1,4,8,7,1,3,1992.0,2,2.0,564.0,3,3,2,240,39,0,0,0,0,0,0,6,2010,1,1.2246467991473532e-16,-1.0,1,0,2673.0,2597.0,39,279,3.5,3.0,1.0,1.1666666666666667,2.6666666666666665,1,1,1,0,18,18,18.0,0,0,2,3.5,3.0,3.5,3,4,5,18711.0,18.711,13365.0,3948.0,5250.0,13461,282.0,0.8986666666666666,0.28058361391694725,0.7194163860830527,0.014590347923681257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
50.0,5330,1,2,4,7,1940,1950,0.0,2,3,3,3,1,2,280.0,1,0.0,140.0,420.0,4,1,708,0,0,708,0.0,0.0,1,0,2,1,2,5,7,0,0,1980.0,0,0.0,0.0,0,0,2,164,0,0,0,0,0,0,0,12,2009,0,-2.4492935982947064e-16,1.0,1,0,1128.0,988.0,0,164,1.0,1.0,0.0,0.5,2.5,0,0,1,0,69,59,0.0,0,1,-3,2.5,0.0,3.0,0,2,4,4512.0,4.512,7896.0,0.0,1680.0,2832,0.0,0.6666666666666666,0.3723404255319149,0.6276595744680851,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
75.0,9986,1,2,8,5,2006,2007,428.0,4,3,5,3,3,1,0.0,1,0.0,1795.0,1795.0,5,1,1795,0,0,1795,0.0,0.0,2,0,2,1,4,7,7,1,4,2007.0,2,3.0,895.0,3,3,2,0,49,0,0,0,0,0,0,2,2007,1,0.8660254037844386,0.5000000000000001,1,0,3590.0,1795.0,49,49,2.0,2.0,0.0,1.0,3.5,1,1,0,1,1,0,0.0,0,1,3,3.5,3.0,4.0,4,4,5,28720.0,28.72,17950.0,7160.0,14360.0,14360,298.3333333333333,0.0,0.5,0.5,0.013649025069637883,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
40.0,3636,1,2,4,4,1922,1950,0.0,3,3,3,2,1,1,0.0,1,0.0,796.0,796.0,2,0,796,0,0,796,0.0,0.0,1,0,2,1,3,5,7,0,0,1980.0,0,0.0,0.0,0,0,0,0,0,100,0,0,0,0,0,1,2008,0,0.49999999999999994,0.8660254037844387,1,0,1592.0,796.0,100,100,1.0,1.0,0.0,0.5,2.5,0,0,0,0,86,58,0.0,0,1,0,3.0,0.0,2.5,0,3,2,6368.0,6.368,6368.0,0.0,3184.0,3184,0.0,0.0,0.5,0.5,0.06281407035175879,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
70.0,4270,1,1,3,6,1931,2006,0.0,3,3,3,3,1,3,544.0,1,0.0,0.0,544.0,5,1,774,0,0,774,0.0,0.0,1,0,3,1,4,6,7,0,0,1980.0,0,0.0,0.0,0,0,2,0,0,286,0,0,0,0,0,5,2007,0,0.49999999999999994,-0.8660254037844387,1,0,1318.0,1318.0,286,286,1.0,1.0,0.0,0.3333333333333333,2.0,0,0,0,0,76,1,0.0,0,1,-3,3.0,0.0,3.0,0,4,5,3954.0,3.954,7908.0,0.0,1632.0,2322,0.0,1.0,0.41274658573596357,0.5872534142640364,0.21699544764795145,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
